type;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;qualitygoodornot
red;8,3;,53;0;1,4;,07;6;14;,99593;3,25;,64;10;6;0
red;5,4;,42;,27;2;,092;23;55;,99471;3,78;,64;12,3;7;1
red;7,9;,33;,41;1,5;,056;6;35;,99396;3,29;,71;11;6;0
red;8,9;,24;,39;1,6;,074;3;10;,99698;3,12;,59;9,5;6;0
red;5;,4;,5;4,3;,046;29;80;,9902;3,49;,66;13,6;6;0
red;7;,69;,07;2,5;,091;15;21;,99572;3,38;,6;11,3;6;0
red;7;,69;,07;2,5;,091;15;21;,99572;3,38;,6;11,3;6;0
red;7;,69;,07;2,5;,091;15;21;,99572;3,38;,6;11,3;6;0
red;7,1;,39;,12;2,1;,065;14;24;,99252;3,3;,53;13,3;6;0
red;5,6;,66;0;2,5;,066;7;15;,99256;3,52;,58;12,9;5;0
red;7,9;,54;,34;2,5;,076;8;17;,99235;3,2;,72;13,1;8;1
red;6,6;,5;0;1,8;,062;21;28;,99352;3,44;,55;12,3;6;0
red;6,3;,47;0;1,4;,055;27;33;,9922;3,45;,48;12,3;6;0
red;10,7;,4;,37;1,9;,081;17;29;,99674;3,12;,65;11,2;6;0
red;6,5;,58;0;2,2;,096;3;13;,99557;3,62;,62;11,5;4;0
red;8,8;,24;,35;1,7;,055;13;27;,99394;3,14;,59;11,3;7;1
red;5,8;,29;,26;1,7;,063;3;11;,9915;3,39;,54;13,5;6;0
red;6,3;,76;0;2,9;,072;26;52;,99379;3,51;,6;11,5;6;0
red;10;,43;,33;2,7;,095;28;89;,9984;3,22;,68;10;5;0
red;10,5;,43;,35;3,3;,092;24;70;,99798;3,21;,69;10,5;6;0
red;9,1;,6;0;1,9;,058;5;10;,9977;3,18;,63;10,4;6;0
red;5,9;,19;,21;1,7;,045;57;135;,99341;3,32;,44;9,5;5;0
red;7,4;,36;,34;1,8;,075;18;38;,9933;3,38;,88;13,6;7;1
red;7,2;,48;,07;5,5;,089;10;18;,99684;3,37;,68;11,2;7;1
red;8,5;,28;,35;1,7;,061;6;15;,99524;3,3;,74;11,8;7;1
red;8;,25;,43;1,7;,067;22;50;,9946;3,38;,6;11,9;6;0
red;10,4;,52;,45;2;,08;6;13;,99774;3,22;,76;11,4;6;0
red;10,4;,52;,45;2;,08;6;13;,99774;3,22;,76;11,4;6;0
red;7,5;,41;,15;3,7;,104;29;94;,99786;3,14;,58;9,1;5;0
red;8,2;,51;,24;2;,079;16;86;,99764;3,34;,64;9,5;6;0
red;7,3;,4;,3;1,7;,08;33;79;,9969;3,41;,65;9,5;6;0
red;8,2;,38;,32;2,5;,08;24;71;,99624;3,27;,85;11;6;0
red;6,9;,45;,11;2,4;,043;6;12;,99354;3,3;,65;11,4;6;0
red;7;,22;,3;1,8;,065;16;20;,99672;3,61;,82;10;6;0
red;7,3;,32;,23;2,3;,066;35;70;,99588;3,43;,62;10,1;5;0
red;8,2;,2;,43;2,5;,076;31;51;,99672;3,53;,81;10,4;6;0
red;7,8;,5;,12;1,8;,178;6;21;,996;3,28;,87;9,8;6;0
red;10;,41;,45;6,2;,071;6;14;,99702;3,21;,49;11,8;7;1
red;7,8;,39;,42;2;,086;9;21;,99526;3,39;,66;11,6;6;0
red;10;,35;,47;2;,061;6;11;,99585;3,23;,52;12;6;0
red;8,2;,33;,32;2,8;,067;4;12;,99473;3,3;,76;12,8;7;1
red;6,1;,58;,23;2,5;,044;16;70;,99352;3,46;,65;12,5;6;0
red;8,3;,6;,25;2,2;,118;9;38;,99616;3,15;,53;9,8;5;0
red;9,6;,42;,35;2,1;,083;17;38;,99622;3,23;,66;11,1;6;0
red;6,6;,58;0;2,2;,1;50;63;,99544;3,59;,68;11,4;6;0
red;8,3;,6;,25;2,2;,118;9;38;,99616;3,15;,53;9,8;5;0
red;8,5;,18;,51;1,75;,071;45;88;,99524;3,33;,76;11,8;7;1
red;5,1;,51;,18;2,1;,042;16;101;,9924;3,46;,87;12,9;7;1
red;6,7;,41;,43;2,8;,076;22;54;,99572;3,42;1,16;10,6;6;0
red;10,2;,41;,43;2,2;,11;11;37;,99728;3,16;,67;10,8;5;0
red;10,6;,36;,57;2,3;,087;6;20;,99676;3,14;,72;11,1;7;1
red;8,8;,45;,43;1,4;,076;12;21;,99551;3,21;,75;10,2;6;0
red;8,5;,32;,42;2,3;,075;12;19;,99434;3,14;,71;11,8;7;1
red;9;,785;,24;1,7;,078;10;21;,99692;3,29;,67;10;5;0
red;9;,785;,24;1,7;,078;10;21;,99692;3,29;,67;10;5;0
red;8,5;,44;,5;1,9;,369;15;38;,99634;3,01;1,1;9,4;5;0
red;9,9;,54;,26;2;,111;7;60;,99709;2,94;,98;10,2;5;0
red;8,2;,33;,39;2,5;,074;29;48;,99528;3,32;,88;12,4;7;1
red;6,5;,34;,27;2,8;,067;8;44;,99384;3,21;,56;12;6;0
red;7,6;,5;,29;2,3;,086;5;14;,99502;3,32;,62;11,5;6;0
red;9,2;,36;,34;1,6;,062;5;12;,99667;3,2;,67;10,5;6;0
red;7,1;,59;0;2,2;,078;26;44;,99522;3,42;,68;10,8;6;0
red;9,7;,42;,46;2,1;,074;5;16;,99649;3,27;,74;12,3;6;0
red;7,6;,36;,31;1,7;,079;26;65;,99716;3,46;,62;9,5;6;0
red;7,6;,36;,31;1,7;,079;26;65;,99716;3,46;,62;9,5;6;0
red;6,5;,61;0;2,2;,095;48;59;,99541;3,61;,7;11,5;6;0
red;6,5;,88;,03;5,6;,079;23;47;,99572;3,58;,5;11,2;4;0
red;7,1;,66;0;2,4;,052;6;11;,99318;3,35;,66;12,7;7;1
red;5,6;,915;0;2,1;,041;17;78;,99346;3,68;,73;11,4;5;0
red;8,2;,35;,33;2,4;,076;11;47;,99599;3,27;,81;11;6;0
red;8,2;,35;,33;2,4;,076;11;47;,99599;3,27;,81;11;6;0
red;9,8;,39;,43;1,65;,068;5;11;,99478;3,19;,46;11,4;5;0
red;10,2;,4;,4;2,5;,068;41;54;,99754;3,38;,86;10,5;6;0
red;6,8;,66;,07;1,6;,07;16;61;,99572;3,29;,6;9,3;5;0
red;6,7;,64;,23;2,1;,08;11;119;,99538;3,36;,7;10,9;5;0
red;7;,43;,3;2;,085;6;39;,99346;3,33;,46;11,9;6;0
red;6,6;,8;,03;7,8;,079;6;12;,9963;3,52;,5;12,2;5;0
red;7;,43;,3;2;,085;6;39;,99346;3,33;,46;11,9;6;0
red;6,7;,64;,23;2,1;,08;11;119;,99538;3,36;,7;10,9;5;0
red;8,8;,955;,05;1,8;,075;5;19;,99616;3,3;,44;9,6;4;0
red;9,1;,4;,57;4,6;,08;6;20;,99652;3,28;,57;12,5;6;0
red;6,5;,885;0;2,3;,166;6;12;,99551;3,56;,51;10,8;5;0
red;7,2;,25;,37;2,5;,063;11;41;,99439;3,52;,8;12,4;7;1
red;6,4;,885;0;2,3;,166;6;12;,99551;3,56;,51;10,8;5;0
red;7;,745;,12;1,8;,114;15;64;,99588;3,22;,59;9,5;6;0
red;6,2;,43;,22;1,8;,078;21;56;,99633;3,52;,6;9,5;6;0
red;7,9;,58;,23;2,3;,076;23;94;,99686;3,21;,58;9,5;6;0
red;7,7;,57;,21;1,5;,069;4;9;,99458;3,16;,54;9,8;6;0
red;7,7;,26;,26;2;,052;19;77;,9951;3,15;,79;10,9;6;0
red;7,9;,58;,23;2,3;,076;23;94;,99686;3,21;,58;9,5;6;0
red;7,7;,57;,21;1,5;,069;4;9;,99458;3,16;,54;9,8;6;0
red;7,9;,34;,36;1,9;,065;5;10;,99419;3,27;,54;11,2;7;1
red;8,6;,42;,39;1,8;,068;6;12;,99516;3,35;,69;11,7;8;1
red;9,9;,74;,19;5,8;,111;33;76;,99878;3,14;,55;9,4;5;0
red;7,2;,36;,46;2,1;,074;24;44;,99534;3,4;,85;11;7;1
red;7,2;,36;,46;2,1;,074;24;44;,99534;3,4;,85;11;7;1
red;7,2;,36;,46;2,1;,074;24;44;,99534;3,4;,85;11;7;1
red;9,9;,72;,55;1,7;,136;24;52;,99752;3,35;,94;10;5;0
red;7,2;,36;,46;2,1;,074;24;44;,99534;3,4;,85;11;7;1
red;6,2;,39;,43;2;,071;14;24;,99428;3,45;,87;11,2;7;1
red;6,8;,65;,02;2,1;,078;8;15;,99498;3,35;,62;10,4;6;0
red;6,6;,44;,15;2,1;,076;22;53;,9957;3,32;,62;9,3;5;0
red;6,8;,65;,02;2,1;,078;8;15;,99498;3,35;,62;10,4;6;0
red;9,6;,38;,42;1,9;,071;5;13;,99659;3,15;,75;10,5;6;0
red;10,2;,33;,46;1,9;,081;6;9;,99628;3,1;,48;10,4;6;0
red;8,8;,27;,46;2,1;,095;20;29;,99488;3,26;,56;11,3;6;0
red;7,9;,57;,31;2;,079;10;79;,99677;3,29;,69;9,5;6;0
red;8,2;,34;,37;1,9;,057;43;74;,99408;3,23;,81;12;6;0
red;8,2;,4;,31;1,9;,082;8;24;,996;3,24;,69;10,6;6;0
red;9;,39;,4;1,3;,044;25;50;,99478;3,2;,83;10,9;6;0
red;10,9;,32;,52;1,8;,132;17;44;,99734;3,28;,77;11,5;6;0
red;10,9;,32;,52;1,8;,132;17;44;,99734;3,28;,77;11,5;6;0
red;8,1;,53;,22;2,2;,078;33;89;,99678;3,26;,46;9,6;6;0
red;10,5;,36;,47;2,2;,074;9;23;,99638;3,23;,76;12;6;0
red;12,6;,39;,49;2,5;,08;8;20;,9992;3,07;,82;10,3;6;0
red;9,2;,46;,23;2,6;,091;18;77;,99922;3,15;,51;9,4;5;0
red;7,5;,58;,03;4,1;,08;27;46;,99592;3,02;,47;9,2;5;0
red;9;,58;,25;2;,104;8;21;,99769;3,27;,72;9,6;5;0
red;5,1;,42;0;1,8;,044;18;88;,99157;3,68;,73;13,6;7;1
red;7,6;,43;,29;2,1;,075;19;66;,99718;3,4;,64;9,5;5;0
red;7,7;,18;,34;2,7;,066;15;58;,9947;3,37;,78;11,8;6;0
red;7,8;,815;,01;2,6;,074;48;90;,99621;3,38;,62;10,8;5;0
red;7,6;,43;,29;2,1;,075;19;66;,99718;3,4;,64;9,5;5;0
red;10,2;,23;,37;2,2;,057;14;36;,99614;3,23;,49;9,3;4;0
red;7,1;,75;,01;2,2;,059;11;18;,99242;3,39;,4;12,8;6;0
red;6;,33;,32;12,9;,054;6;113;,99572;3,3;,56;11,5;4;0
red;7,8;,55;0;1,7;,07;7;17;,99659;3,26;,64;9,4;6;0
red;7,1;,75;,01;2,2;,059;11;18;,99242;3,39;,4;12,8;6;0
red;8,1;,73;0;2,5;,081;12;24;,99798;3,38;,46;9,6;4;0
red;6,5;,67;0;4,3;,057;11;20;,99488;3,45;,56;11,8;4;0
red;7,5;,61;,2;1,7;,076;36;60;,99494;3,1;,4;9,3;5;0
red;9,8;,37;,39;2,5;,079;28;65;,99729;3,16;,59;9,8;5;0
red;9;,4;,41;2;,058;15;40;,99414;3,22;,6;12,2;6;0
red;8,3;,56;,22;2,4;,082;10;86;,9983;3,37;,62;9,5;5;0
red;5,9;,29;,25;13,4;,067;72;160;,99721;3,33;,54;10,3;6;0
red;7,4;,55;,19;1,8;,082;15;34;,99655;3,49;,68;10,5;5;0
red;7,4;,74;,07;1,7;,086;15;48;,99502;3,12;,48;10;5;0
red;7,4;,55;,19;1,8;,082;15;34;,99655;3,49;,68;10,5;5;0
red;6,9;,41;,33;2,2;,081;22;36;,9949;3,41;,75;11,1;6;0
red;7,1;,6;,01;2,3;,079;24;37;,99514;3,4;,61;10,9;6;0
